Name,Place,Floor,Image URL,Website
Swatch Watch ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Swatch-Watchlogo.jpg,https://www.malkelapagading.com/directory/swatch-watch
Ta Wan ,MKG-5,Lantai 3,http://images.malkelapagading.com/tenant/Ta-Wanlogo7.jpg,https://www.malkelapagading.com/directory/ta-wan
Take Barli ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Take-Barlilogo-21.jpg,https://www.malkelapagading.com/directory/take-barli
Teh 63 ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Teh-logo-15.jpg,https://www.malkelapagading.com/directory/teh-63
Terraland ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Terralandlogo2.jpg,https://www.malkelapagading.com/directory/terraland
Thai I Love You ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/Thai-I-Love-You-by.jpg,https://www.malkelapagading.com/directory/thai-i-love-you
The Body Shop ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/The-Body-Shoplogo.jpg,https://www.malkelapagading.com/directory/the-body-shop
The Coffee Bean & Tea Leaf ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/The-Coffee-Bean-Tea-Leaflogo.jpg,https://www.malkelapagading.com/directory/the-coffee-bean-and-tea-leaf
The Executive ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/The-Executivelogo-97.jpg,https://www.malkelapagading.com/directory/the-executive
The Face Shop ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/The-Face-Shoplogo-5.jpg,https://www.malkelapagading.com/directory/the-face-shop
The Foodhall ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Foodhalllogo.jpg,https://www.malkelapagading.com/directory/the-foodhall
The Garden ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/The-Gardenlogo.jpg,https://www.malkelapagading.com/directory/the-garden
THE PALACE ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/THE-PALACElogo-74.jpg,https://www.malkelapagading.com/directory/the-palace
The Wine Cellar ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/The-Wine-Cellarlogo.jpg,https://www.malkelapagading.com/directory/the-wine-cellar
This Earth ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/This-Earthlogo-33.jpg,https://www.malkelapagading.com/directory/this-earth
This is April ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/This-is-Aprillogo.jpg,https://www.malkelapagading.com/directory/this-is-april
Timezone ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Timezonelogo.jpg,https://www.malkelapagading.com/directory/timezone
TISSOT ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/TISSOTlogo.jpg,https://www.malkelapagading.com/directory/tissot
Tjoetji Sepatoe ,MKG-3,Basement,http://images.malkelapagading.com/tenant/Tjoetji-Sepatoelogo.jpg,https://www.malkelapagading.com/directory/tjoetji-sepatoe
TOAST BOX ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/TOAST-BOXlogo-52.jpg,https://www.malkelapagading.com/directory/toast-box
Toby`s Estate Coffee Roasters ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Toby-s-Estate-Coffee-Roasterslogo-37.jpg,https://www.malkelapagading.com/directory/tobys-estate
TokoPDA.Com ,MKG-1,Lantai 2,http://images.malkelapagading.com/tenant/TokoPDA-Comlogo.jpg,https://www.malkelapagading.com/directory/tokopda-com
Tokyo Beauty Laboratory ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Tokyo-Beautylogo.jpg,https://www.malkelapagading.com/directory/tokyo-beauty
Tori-Yo ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Tori-Yologo-84.jpg,https://www.malkelapagading.com/directory/tori-yo
TOUS les JOURS ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/Tous-Les-jourslogo.jpg,https://www.malkelapagading.com/directory/tous-les-jours
TOYOTA INSPIRIENCE ZONE ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/TOYOTA-INSPIRIENCE-ZONElogo-29.jpg,https://www.malkelapagading.com/directory/toyota-inspirience-zone
Tracce ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Traccelogo.jpg,https://www.malkelapagading.com/directory/tracce
Trident Dental ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Trident-Dentallogo2.jpg,https://www.malkelapagading.com/directory/trident-dental
TUMI ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/TUMIlogo.jpg,https://www.malkelapagading.com/directory/tumi
Ultramen ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Ultramenlogo-55.jpg,https://www.malkelapagading.com/directory/ultramen
unbakes ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Unbakeslogo-86.jpg,https://www.malkelapagading.com/directory/unbakes
Uncle Tetsu Cheesecake ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Uncle-Tetsu-Cheesecakelogo1.jpg,https://www.malkelapagading.com/directory/uncle-tetsu-cheesecake
Under Armour ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Under-Armourlogo.jpg,https://www.malkelapagading.com/directory/under-armour
Union ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Unionlogo.jpg,https://www.malkelapagading.com/directory/union
Unirep Junior College ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Uniprep-Junior-Collegelogo.jpg,https://www.malkelapagading.com/directory/unirep-junior-college
Urban Icon ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Urban-Iconlogo-9.jpg,https://www.malkelapagading.com/directory/urban-icon
Urban Republic ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Urban-Republiclogo-90.jpg,https://www.malkelapagading.com/directory/urban-republic
Vans ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Vanslogo.jpg,https://www.malkelapagading.com/directory/vanz
Victoria`s Secret ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Victorias-Secretlogo.jpg,https://www.malkelapagading.com/directory/victoria-secret
Vinoti Living ,MKG-5,Lantai 2,http://images.malkelapagading.com/tenant/Vinoti-Livinglogo-27.jpg,https://www.malkelapagading.com/directory/vinoti-living
Wacoal ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Wacoallogo-23.png,https://www.malkelapagading.com/directory/wacoal
Wakai ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Wakailogo1.jpg,https://www.malkelapagading.com/directory/wakai
Warna ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Warnalogo.jpg,https://www.malkelapagading.com/directory/warna
Warung Bakudapa Manado ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Warung-Bakudapa-Manadologo1.jpg,https://www.malkelapagading.com/directory/baku-dapa
Warung Siomay ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Warung-Siomaylogo-30.jpg,https://www.malkelapagading.com/directory/warung-siomay
Watch Studio ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Watch-Studiologo1.jpg,https://www.malkelapagading.com/directory/watch-studio
Watch Zone ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Watch-Enginelogo-100.jpg,https://www.malkelapagading.com/directory/watch-zone
Watsons ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Watsonslogo-86.jpg,https://www.malkelapagading.com/directory/watsons
Wicked Pies ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Wicked-Pieslogo-55.png,https://www.malkelapagading.com/directory/wicked-pies
Wilio Kids ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Wilio-Kidslogo-94.jpg,https://www.malkelapagading.com/directory/wilio-kids
Wingstop ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Wingstoplogo-2.jpg,https://www.malkelapagading.com/directory/wingstop
Winslett Jewellery ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Winslett-Jewellerylogo1.jpg,https://www.malkelapagading.com/directory/winslett-jewellery
WL Waxing ,MKG-5,Basement,http://images.malkelapagading.com/tenant/WL-Waxinglogo1.jpg,https://www.malkelapagading.com/directory/wl-waxing
World Gems Center ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/World-Gems-Centerlogo.jpg,https://www.malkelapagading.com/directory/world-gems-center
XL Center ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/XL-Centerlogo.jpg,https://www.malkelapagading.com/directory/xl-center
XXI Garden Cafe ,MKG-2,Lantai 3,http://images.malkelapagading.com/tenant/XXI-Garden-Cafelogo.jpg,https://www.malkelapagading.com/directory/xxi-garden-cafe
Yakun Kaya Toast ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Yakun-Kaya-Toastlogo.jpg,https://www.malkelapagading.com/directory/yakun-kaya-toast
Yamada Holding Best  ,MKG-5,Lantai 2,http://images.malkelapagading.com/tenant/Best-Denkilogo-52.jpg,https://www.malkelapagading.com/directory/yamada-holding-best
YamMie Hotplate ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/YamMie-Hotplatelogo.jpg,https://www.malkelapagading.com/directory/yammie-hotplate
Yopie Salon ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Yopie-Salonlogo.jpg,https://www.malkelapagading.com/directory/yopie-salon
Yoshinoya ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Yoshinoyalogo.jpg,https://www.malkelapagading.com/directory/yoshinoya
Your Bag Spa ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Your-Bag-Spalogo.jpg,https://www.malkelapagading.com/directory/your-bag-spa
Yuan Market ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Yuan-Marketlogo-11.jpg,https://www.malkelapagading.com/directory/yuan-market
Yuraku ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Yurakulogo.jpg,https://www.malkelapagading.com/directory/yuraku
Yves Rocher ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Yves-Rocherlogo.jpg,https://www.malkelapagading.com/directory/yves-rocher
ZARA ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/ZARAlogo.jpg,https://www.malkelapagading.com/directory/zara
ZOOMOOV ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/ZOOMOOVlogo2.jpg,https://www.malkelapagading.com/directory/zoomoov
